Title,Address,Latitude,Longitude,Found Address,Match Quality,Source
ILL/Lehman College Library/CUNY,"CUNY, Lehman College Library,250 Bedford Park Boulevard West,Bronx US-NY 10468-1589 US",40.8733183,-73.8941395,"250 Bedford Park Blvd W, Bronx, NY 10468, USA",Match,Google
ILL/LA SALLE UNIVERSITY LIBRARY,"La Salle University Library,1900 W Olney Ave,Philadelphia US-PA 19141 US",40.0386083,-75.1566429,"1900 W Olney Ave, Philadelphia, PA 19141, USA",Match,Google
ILL/JAMES M. MILNE LIBRARY/SUNY ONEONTA,"108 RAVINE PARKWAY,SUNY ONEONTA,ONEONTA US-NY 13820-4014 US",42.465096,-75.065151,"108 Ravine Pkwy, Oneonta, NY 13820, USA",Match,Google
ILL/Hillman Library/University of Pittsburgh,3960 Forbes Ave Pittsburgh PA 15260 US,40.4428889,-79.954634,"3960 Forbes Ave, Pittsburgh, PA 15260, USA",Match,Google
ILL/HIGH LIBRARY/ELIZABETHTOWN COLLEGE,"Elizabethtown College,One Alpha Drive,Elizabethtown US-PA 17022-2227 US",40.1503251,-76.589792,"1 Alpha Dr, Elizabethtown, PA 17022, USA",Partial Match,Google
ILL/Hermann Memorial Library-S.C.C.C,"Hermann Memorial Library, S.C.C.C., 112 College Rd., Loch Sheldrake, NY 12759",41.763897,-74.668862,"112 College Rd, Loch Sheldrake, NY 12759, USA",Match,Google
ILL/Health Education Library NY Hospital of Queens,"Health Education Library,New York Hospital of Queens, 56-45 Main Street, Flushing, NY 11355-5095,US",40.7470438,-73.8256717,"56-45 Main St, Flushing, NY 11355, USA",Match,Google
ILL/HEALEY LIBRARY/UNIVERSITY OF MASS. - BOSTON,"100 Morrissey Blvd,Boston US-MA 02125-3393 US",42.3158163,-71.0480039,"100 William T Morrissey Blvd, Boston, MA 02125, USA",Partial Match,Google
ILL/Gumberg Library/DUQUESNE UNIVERSITY,"Duquesne Univ. Gumberg Library IDS #124,600 Forbes Ave.,Pittsburgh US-PA 15282 US",40.437349,-79.991503,"Duquesne University, 600 Forbes Ave, Pittsburgh, PA 15219, USA",Match,Google
ILL/Greenwich Library,"Greenwich Library,101 W Putnam Ave,Greenwich US-CT 06830 US",41.028905,-73.629477,"101 West Putnam Avenue, Greenwich, CT 06830, USA",Match,Google
ILL/Gerald R. Sherratt Library/Southern Utah University,"Southern Utah University,351 West University Blvd,Cedar City US-UT 84720 US",37.6764886,-113.0712005,"351 W University Blvd, Cedar City, UT 84720, USA",Match,Google
ILL/FULTON-MONTGOMERY COMMUNITY COLLEGE,"Fulton-Montgomery Community College,The Evans Library,2805 State Highway 67,Johnstown, New York 12095-3790",42.9830205,-74.2952855,"2805 NY-67, Johnstown, NY 12095, USA",Match,Google
ILL/Fordham University,"Fordham University Library,441 East Fordham Road,Bronx US-NY 10458 US",40.8612031,-73.889218,"441 E Fordham Rd, Bronx, NY 10458, USA",Match,Google
ILL/FALCONE LIBRARY/LE MOYNE COLLEGE,"Falcone Library,Le Moyne College,1419 Salt Springs Road,Syracuse US-NY 13214 US",43.0484095,-76.0905855,"Salt Springs Rd, Syracuse, NY 13214, USA",Match,Google
ILL/ERC/CLARKSON UNIVERSITY,"8 Clarkson Ave.,PO Box 5590,Potsdam US-NY 13699 US",44.6636149,-74.9974438,"8 Clarkson Ave, Potsdam, NY 13676, USA",Partial Match,Google
ILL/Edinboro University of Pennsylvania,"Edinboro University of Pennsylvania,Baron Forness Library,200 Tartan Rd.,Edinboro US-PA 16444 US",41.8706445,-80.1212769,"200 Tartan Rd, Edinboro, PA 16444, USA",Match,Google
ILL/EASTERN KENTUCKY UNIVERSITY LIBRARIES,"EASTERN KENTUCKY UNIVERSITY,521 LANCASTER AVENUE,RICHMOND US-KY 40475-3102 US",37.7353214,-84.298672,"521 Lancaster Ave, Richmond, KY 40475, USA",Match,Google
ILL/College of DuPage,"College of DuPage Library,425 Fawell Blvd.,Glen Ellyn US-IL 60137 US",41.8415539,-88.0720818,"425 Fawell Blvd, Glen Ellyn, IL 60137, USA",Match,Google
ILL/CAPE COD COMMUNITY COLLEGE/WILKENS LIBRARY,"Cape Cod Community College,Wilkens Library,2240 Iyannough Road,West Barnstable, MA 02668-1599",41.6911001,-70.3373416,"2240 Iyannough Rd, West Barnstable, MA 02668, USA",Match,Google
ILL/Burritt Library/Central CT State University,"Central CT State University,1615 Stanley Street,New Britain US-CT 06050-4010",41.693255,-72.764167,"1615 Stanley Street, New Britain, CT 06053, USA",Match,Google
ILL/Brooklyn College Library,2900 Bedford Ave Brooklyn US-NY 11210-2889 US,40.6302107,-73.9555375,"2900 Bedford Ave, Brooklyn, NY 11210, USA",Partial Match,Google
ILL/BAILEY HOWE LIBRARY/UNIVERSITY OF VERMONT,"HOWE LIBRARY,UNIVERSITY OF VERMONT,538 MAIN ST.,BURLINGTON US-VT 05405 US",44.4772763,-73.1966995,"538 Main St, Burlington, VT 05405, United States",Match,Google
ILL/Arlington Hts Mem Lib,"500 N. Dunton Ave.,Arlington Heights IL US 60004",42.0876093,-87.9835063,"500 N Dunton Ave, Arlington Heights, IL 60004, USA",Match,Google
ILL/ADELPHI UNIVERSITY/SWIRBUL LIBRARY,"Adelphi University Swirbul Library,1 South Avenue,Garden City US-NY 11530 US",40.7214539,-73.653345,"Adelphi University, 1 South Ave, Garden City, NY 11530, United States",Match,Google
ILL/ Zimmerman Library / University of New Mexico,1 University of New Mexico Albuquerque US-NM 87131-0001 US,35.0843187,-106.6197812,"Albuquerque, NM 87131, USA",Match,Google
ILL/ Univ of North Texas Libr,"Univ of North Texas Libraries,1155 Union Circle #305190,Denton US-TX 76203-5017 US",33.207488,-97.1525862,"1155 Union Cir, Denton, TX 76205, USA",Match,Google
ILL/ Robert E. Kennedy Library,1 Grand Ave. San Luis Obispo CA 93407-0603 US,35.3004871,-120.6578793,"1 Grand Ave, San Luis Obispo, CA 93405, USA",Partial Match,Google
ILL/ Rm #202/ Weinberg Memorial Library,"University of Scranton,Monroe Ave at Linden Street,Scranton US-PA 18510-4634 US",41.4060617,-75.656533,"800 Linden St, Scranton, PA 18510, USA",Match,Google
ILL/ Queens Borough Public Lib,"89-11 Merrick Blvd,Jamaica US-NY 11432 US",40.7077494,-73.7948268,"89-11 Merrick Blvd, Jamaica, NY 11432, USA",Match,Google
ILL/ PORTLAND PUBLIC LIBRARY,"Portland Public Library,5 Monument Square,Portland US-ME 04101 US",43.6577701,-70.259254,"5 Monument Way, Portland, ME 04101, USA",Match,Google
ILL/ LLOYD SEALY LIBRARY / JOHN JAY COLLEGE,"524 West 59th St.,New York US-NY 10019 US",40.7707237,-73.9892342,"524 W 59th St, New York, NY 10019, USA",Match,Google
ILL/ Fordham University Law Library,"Fordham Law School, The Maloney Library,150 West 62nd Street,New York US-NY 10023 US",40.7715478,-73.9849293,"150 W 62nd St, New York, NY 10023, USA",Match,Google
ILL/ East Greenbush Community Library,"East Greenbush Community Library,10 Community Way,East Greenbush US-NY 12061 US",42.619124,-73.695531,"10 Community Way, East Greenbush, NY 12061, USA",Match,Google
St. Joseph's College Library,"St. Joseph's College Library,Attn:Robert Lasner, 222 Clinton Ave.,Brooklyn,NY 11205",40.6913413,-73.9687205,"222 Clinton Ave, Brooklyn, NY 11205, USA",Match,Google
Middlesex Community College,"Middlesex Community College,Springs Rd.,Bedford, MA 01730,US",42.5246,-71.273739,"591 Springs Rd, Bedford, MA 01730, USA",Match,Google
"ILL, West Texas A&M University","Cornette Library,WTAMU Box 60748 , 2403 Russell Long Blvd,Canyon US-TX 79016 US",34.982687,-101.914288,"26th St, Canyon, TX 79016, USA",Match,Google
"ILL, NMSU, ZUHL LIBRARY",", NMSU, ZUHL LIBRARY,1305 Frenger Mall MSC 3475,Las Cruces, NM 88003,, NMSU, ZUHL LIBRARY,1305 Frenger Mall",32.281567,-106.749601,"2911 McFie Cir, Las Cruces, NM 88003, USA",Match,Google
ILL Wiener Rogers Law Library,"4505 Maryland Parkway,Las Vegas US-NV 89154-1080 US",36.1053148,-115.1388739,"4505 S Maryland Pkwy, Las Vegas, NV 89154, USA",Partial Match,Google
ILL- Wentworth Institute of Technology,"Alumni Library,Interlibrary Loan Services,550 Huntington Avenue,Boston US-MA 02115 US",42.3356235,-71.0955025,"550 Huntington Ave, Boston, MA 02115, USA",Match,Google
ILL Wellesley College / Clapp Library,"Wellesley College Library,106 Central Street,Wellesley US-MA 02481-8275",42.2938663,-71.3028783,"106 Central St, Wellesley, MA 02481, USA",Match,Google
ILL- W. Frank Steely Library,"Highland Heights, KY, 41099-6101 US",39.0350911,-84.4540484,"Newport, KY 41099, USA",Partial Match,Google
ILL- Vi Tasler Learning Resource Center,"City University of Seattle,521 Wall Street, Ste. 100,Seattle US-WA 98121 US",47.6178002,-122.3444475,"521 Wall St, Seattle, WA 98121, USA",Match,Google
ILL UNI Rod Library,"1227 W 27th Street,Cedar Falls US-IA 50613-3675 US",42.513117,-92.4656488,"1227 W 27th St, Cedar Falls, IA 50614, USA",Partial Match,Google
ILL U of Montevallo Library,75 College Dr. Montevallo AL 35115 US,33.1073601,-86.8652916,"75 College Dr, Montevallo, AL 35115, USA",Match,Google
Attorney General's Library,"Attorney General's Library,25 Market St.,P.O. Box 115,Trenton, NJ 08625-0115",40.213594,-74.76396,"25 Market St, Trenton, NJ 08611, USA",Partial Match,Google
ILL Section/Atlantic County Library,"40 Farragut Ave,Mays Landing US-NJ 08330-1750 US",39.4509842,-74.7254059,"40 Farragut Ave, Mays Landing, NJ 08330, USA",Partial Match,Google
ILL REED COLLEGE LIBRARY,"3203 SE Woodstock Blvd,Portland US-OR 97202 US",45.4809642,-122.6301455,"3203 SE Woodstock Blvd, Portland, OR 97202, USA",Match,Google
ILL POLLACK LIBRARY / YESHIVA UNIVERSITY,"INTERLIBRARY LOAN,YESHIVA UNIVERSITY,500 WEST 185TH STREET,NEW YORK US-NY 10033 US",40.8504852,-73.9291068,"500 W 186th St, New York, NY 10033, USA",Match,Google
ILL Penfield Library SUNY Oswego,"7060 State Rt. 104,Oswego US-NY 13126 US",43.4549344,-76.5385128,"7060 NY-104, Oswego, NY 13126, USA",Match,Google
ILL Oregon State Library,"OREGON STATE LIBRARY,250 WINTER ST. NE,SALEM US-OR 97301-3950 US",44.939859,-123.030855,"250 Winter St NE, Salem, OR 97301, USA",Match,Google
ILL Office Bobst Library / New York University,"New York University Bobst Library,70 Washington Square South,New York US-NY 10012 US",40.7295147,-73.9971878,"70 Washington Square S, New York, NY 10012, USA",Match,Google
ILL Northwestern University Library,"Northwestern University Library,1970 Campus Drive,Evanston US-IL 60208-2300 US",42.0530798,-87.6747849,"1970 Campus Dr, Evanston, IL 60208, USA",Match,Google
ILL Moon Library / ILL / SUNY Environ. Sci. & For.,"SUNY College of Environmental Science & Forestry,1 Forestry Dr.,Syracuse US-NY 13210 US",43.0344612,-76.1369148,"1 Forestry Dr, Syracuse, NY 13210, USA",Match,Google
ILL LIBRARY/SUNY INST TECHNOLOGY,"SUNY Poly,100 Seymour Road,Utica US-NY 13502 US",43.1355755,-75.2298915,"Kunsela Hall, 100 Seymour Ave, Utica, NY 13502, USA",Match,Google
ILL LIBRARY THE COLLEGE OF SAINT ROSE,"432 WESTERN AVE,Albany US-NY 12203-1490",42.6641331,-73.7854398,"432 Western Ave, Albany, NY 12203, USA",Partial Match,Google
ILL Library Media Center Bellevue Community College,"Bellevue College,3000 Landerholm Circle SE,Bellevue US-WA 98007 US",47.5855425,-122.1484161,"3000 Landerholm Cir SE, Bellevue, WA 98007, USA",Match,Google
Grand Valley State University,"061 LIB,1 CAMPUS DR,ALLENDALE US-MI 49401-9403 US",42.9638005,-85.8883162,"Cook-Dewitt Center, 1 Campus Dr, Allendale, MI 49401, USA",Partial Match,Google
Cincinatti State Tech and Community College,"Cincinnati State Technical and Community College,3520 Central Parkway,Cincinnati US-OH 45223 US",39.1495698,-84.5365601,"3520 Central Pkwy, Cincinnati, OH 45223, USA",Match,Google
Grand Canyon University,"Grand Canyon University,3300 W. Camelback Rd.,Phoenix US-AZ 85017-3030 US",33.5105204,-112.1299582,"3300 W Camelback Rd, Phoenix, AZ 85017, USA",Match,Google
ILL Dickerman Library / Wadsworth Center,"Empire State Plaza, Albany ,NY 12201-0509",42.650122,-73.759868,"Madison Ave & Swan Street, Albany, NY 12242, USA",Partial Match,Google
Ridgefield Public Library,"Ridgefield Free Public Library,527 Morse Ave,Ridgefield, NJ 07657 US-NJ 07657",40.832213,-74.0053251,"527 Morse Ave, Ridgefield, NJ 07657, USA",Match,Google
ILL Dept/WESTFIELD PUBLIC LIBRARY,"Margaret E. Heggan Library,606 Delsea Drive,Sewell US-NJ 08080",39.74707,-75.1125793,"606 Delsea Dr, Sewell, NJ 08080, USA",Match,Google
ILL Dept/Richter Library,"University of Miami,1300 Memorial Dr., P.O. Box 248214,Coral Gables US-FL 33124-0320 US",25.721262,-80.27865,"1300 Memorial Dr, Miami, FL 33146, USA",Partial Match,Google
Ithaca College,"Ithaca College Library,953 Danby Road,Ithaca US-NY 14850 US",42.421658,-76.498564,"953 Danby Rd, Ithaca, NY 14850, USA",Match,Google
ILL DEPT/HSC LIBRARY/ILL Dept./HSC L3-136,100 Nicolls Road Stony Brook US-NY 11794-3339 US,40.9154724,-73.1227212,"100 Nicolls Rd, Stony Brook, NY 11790, USA",Partial Match,Google
William Patterson University,45 Reinhardt Road Wayne US-NJ 07470,40.9308176,-74.2021876,"45 Reinhardt Rd, Wayne, NJ 07470, USA",Match,Google
"ILL Dept./Wisser Memorial Library, New York Institute of Technology","New York Institute of Technology,Northern Blvd,Old Westbury US-NY 11568-8000 US",40.8114197,-73.605301,"Northern Blvd, Old Westbury, NY 11568, USA",Match,Google
"ILL Dept. LR&TSST. CLOUD STATE UNIVERSITY720-4TH AVE. S.ST. CLOUD, MN","St. Cloud State University Library,720 4th Ave. S,St Cloud US-MN 56301-4498 US",45.5511863,-94.1515138,"720 4th Ave S, St Cloud, MN 56301, USA",Match,Google
ILL Dept. / Bertrand Library / Bucknell Univ.,"Bertrand Library , Coleman Hall Road, Bucknell Univ. , Lewisburg, PA 17837 , U.S.A.",40.9543429,-76.8826275,"701 Moore Ave, Lewisburg, PA 17837, USA",Match,Google
ILL DEPT.,"140 SOCKANOSSET CROSS RD.,CRANSTON, US-RI 02920 US",41.754401,-71.456979,"140 Sockanosset Cross Rd, Cranston, RI 02920, USA",Match,Google
Barrington Public,"BARRINGTON PUBLIC LIBRARY,281 COUNTY RD,BARRINGTON, RI 02806",41.7404848,-71.3071069,"281 County Rd, Barrington, RI 02806, USA",Match,Google
Hobart & William Smith Colleges,"Hobart & Wiam Smith Colleges,334 Pulteney St.,Geneva US-NY 14456 US",42.8591531,-76.9844868,"300 Pulteney St, Geneva, NY 14456, USA",Match,Google
Plymouth Public,"Plymouth Public Library,132 South St.,Plymouth US-MA 02360-2947 US",41.9428583,-70.6570109,"132 South St, Plymouth, MA 02360, USA",Match,Google
University of Pennsylvania,"University of Pennsylvania Libraries,3420 Walnut Street,Philadelphia US-PA 19104-6277 US",39.9522188,-75.1932137,"Philadelphia, PA 19104, USA",Match,Google
Seekonk Public,"Seekonk Public Library,410 Newman Ave.,Seekonk US-MA 02771-4605 US",41.8532924,-71.3294105,"410 Newman Ave, Seekonk, MA 02771, USA",Match,Google
Attleboro Public,"Attleboro Public Library,74 No. Main St.,Attleboro US-MA 02703-2280 US",41.9456738,-71.2867848,"74 N Main St, Attleboro, MA 02703, USA",Match,Google
Corning Museum of Glass,"Dept.,Corning Museum of Glass,Five Museum Way,Corning US-NY 14830-2253 US",42.1498045,-77.0541959,"1 Museum Way, Corning, NY 14830, USA",Match,Google
GWU,"GWU Virginia Science & Technology Campus Library,44983 Knoll Square #181,Ashburn, VA 20147",39.054824,-77.4441676,"44983 Knoll Square, Ashburn, VA 20147, USA",Match,Google
ENMU,"Golden Library,ENMU,1500 South Avenue K,Station 32,Portales, NM 88130",34.172438,-103.347412,"1500 S Avenue K, Station 32, Portales, NM 88130, United States",Match,Google
ILL Dept Stevenson Library / Lock Haven University,"Stevenson Library - ,401 N. Fairview St.,Lock Haven US-PA 17745",41.1423205,-77.4621475,"401 N Fairview St, Lock Haven, PA 17745, USA",Match,Google
ILL DEPT REQUEST #11948,"STOW-MUNROE FALLS PUBLIC LIBRARY,3512 DARROW ROAD,STOW US-OH 44224-4097 US",41.1608261,-81.440856,"3512 Darrow Rd, Stow, OH 44224, USA",Match,Google
ILL DEPT / BURLINGTON COUNTY LIBRARY,"5 Pioneer Blvd,Westampton US-NJ 08060 US",40.0146573,-74.8206963,"5 Pioneer Blvd, Westampton, NJ 08060, USA",Match,Google
ILL Department / Anne Arundel County Public Library,"Anne Arundel County Public Library,1410 West St.,Annapolis US-MD 21401 US",38.9787951,-76.5151899,"1410 West St, Annapolis, MD 21401, USA",Match,Google
Bucks County Public,"Bucks County Free Library,150 South Pine Street,Doylestown US-PA 18901 US",40.307998,-75.125814,"150 S Pine St, Doylestown, PA 18901, USA",Match,Google
ILL College of Mount Saint Vincent / Elizabeth Seton Library,"College of Mount Saint Vincent,6301 Riverdale Avenue,Bronx US-NY 10471 US",40.9124186,-73.9030113,"6301 Riverdale Ave, Bronx, NY 10471, USA",Match,Google
ILL- Cohen Library NAC 2-311 / City College of NY,160 Convent Ave. New York US-NY 10031 US,40.8217036,-73.9478749,"160 Convent Ave, New York, NY 10031, USA",Match,Google
ILL BRIGGS LIBRARY,"1300 NORTH CAMPUS DR , BROOKINGS US-SD 57007-1098 US",44.3211674,-96.7842759,"1300 N Campus Dr, Brookings, SD 57006, USA",Partial Match,Google
ILL BORROWING/AMERICAN UNIVERSITY LIBRARY,"American University Library,Washington US-DC 20016-8046 US",38.935977,-77.088937,"4400 Massachusetts Ave NW, Washington, DC 20016, USA",Match,Google
ILL Borrowing,"UNC Charlotte,9201 University City Blvd.,Charlotte US-NC 28223 US",35.3070929,-80.735164,"9201 University City Blvd, Charlotte, NC 28223, USA",Match,Google
University of SOuth Carolina,"1322 Greene Street,University of South Carolina,Columbia US-SC 29208 US",33.996398,-81.0291814,"1322 Greene St, Columbia, SC 29208, USA",Match,Google
ILL /Theodore R MCKELDIN LIBRARY,"UNIVERSITY OF MARYLAND,7649 LIBRARY LANE,COLLEGE PARK US-MD 20742-7011 US",38.985966,-76.944656,"7649 Library Ln, College Park, MD 20742, USA",Partial Match,Google
ILL /Broome County Public Library,"185 Court Street,Binghamton US-NY 13901-3503 US",42.1002789,-75.9065314,"185 Court St, Binghamton, NY 13901, USA",Partial Match,Google
ILL / Wilson Library / Univ. of La Verne,"2040 Third St. , La Verne CA 91750-4436.",34.1000385,-117.7712009,"2040 3rd St, La Verne, CA 91750, USA",Partial Match,Google
ILL / W J Houghton Library / Houghton College,1 WARD AVE. HOUGHTON US-NY 14744 US,42.8922492,-78.8317081,"1 Houghton Ave, Buffalo, NY 14212, USA",Partial Match,Google
ILL / St.Michael's College Library,"Saint Michael's College Library,One Winooski Park,Colchester US-VT 05439 US",44.4944757,-73.1670148,"1 Winooski Park, Colchester, VT 05446, USA",Match,Google
ILL / Roger Williams University Library,"One Old Ferry Road,Bristol US-RI 02809-2921 US",41.6506922,-71.2588999,"1 Old Ferry Rd, Bristol, RI 02809, USA",Partial Match,Google
ILL / Pennsylvania State University,"Penn State University Libraries,127 Paterno Library, Curtin Rd.,University Park US-PA 16802 US",40.7976012,-77.866382,"Penn State University, 107 Pattee library Rd, State College, PA 16801, USA",Match,Google
ILL / OCEAN COUNTY LIBRARY,"Ocean County Library,Ocean County Library,101 Washington Street,Toms River US-NJ 08753 US",39.9523537,-74.1957355,"101 Washington St, Toms River, NJ 08753, USA",Match,Google
ILL / Murphy Lib / UW-La Crosse,"Murphy Lib,1631 Pine St.,UW-La Crosse,La Crosse, WI 54601",43.8156565,-91.2318264,"1631 Pine St, La Crosse, WI 54601, USA",Match,Google
ILL / MILO DEPT. / ENOCH PRATT FREE LIBRARY,"Southern Maryland Regional Library,PO Box 459,Charlotte Hall US-MD 20622 US",38.4739672,-76.7764345,"37600 New Market Rd, Charlotte Hall, MD 20622, USA",Match,Google
ILL / Marian Library / Daemen College,"4380 Main St,Amherst US-NY 14226 US",42.964884,-78.789625,"4380 Main St, Buffalo, NY 14226, USA",Match,Google
ILL / Main Library / University of Iowa,"University of Iowa Libraries,125 W Washington St,Iowa City US-IA 52242 US",41.659491,-91.538409,"The University of Iowa, 125 W Washington St, Iowa City, IA 52242, USA",Match,Google
ILL / JAMES V. BROWN LIBRARY,"James V. Brown Library,19 E 4th St.,Wiamsport PA 17701",41.242567,-77.00147,"19 E 4th St, Williamsport, PA 17701, USA",Match,Google
ILL / Harleigh Trecker Library,"1800 Asylum Ave, West Hartford ,CT 06117 US",41.7799342,-72.7405335,"1800 Asylum Ave, West Hartford, CT 06117, USA",Match,Google
ILL / HAMILTON COLLEGE LIBRARY,198 College H Road Clinton NY 13323 US,43.0510679,-75.4095608,"198 College Hill Rd, Clinton, NY 13323, USA",Partial Match,Google
ILL / Cushwa-Leighton Lib.,"Saint Mary's College,State Road 933 , 114 Cushwa-Leighton Library,Notre Dame US-IN 46556-5001 US",41.7000517,-86.2501014,"IN-933, Notre Dame, IN 46556, USA",Partial Match,Google
ILL / CASE LIBRARY / COLGATE UNIVERSITY,"13 Oak Drive,Hamilton US-NY 13346 US",42.822465,-75.541671,"13 Oak Dr, Hamilton, NY 13346, USA",Match,Google
ILL / Campbell County Public Library,"Campbell County Public Library,901 E. Sixth Street,Newport US-KY 41071 US",39.0967806,-84.4854356,"901 E 6th St, Newport, KY 41071, USA",Match,Google
ILL / Babson Library / Springfield College,"Springfield College,263 Alden Street,Springfield US-MA 01109 US",42.1022292,-72.5565631,"263 Alden Street, Springfield, MA 01109, United States",Match,Google
ILL / ACCESS SERVICES DEPARTMENT / KNIGHT LIBRARY,"Knight Library, ,1501 Kincaid St.,Eugene US-OR 97403-1299 US",44.04332,-123.07773,"1501 Kincaid St, Eugene, OR 97403, USA",Match,Google
ILL / LINCOLN LAND COMMUNITY COLLEGE / ILDS: RPLS # 3,"5250 Shepherd Road,Springfield IL US 62794-9256",39.7229394,-89.6159231,"5250 Shepherd Rd, Springfield, IL 62703, USA",Partial Match,Google
ILL / Lemieux Library Seattle University,"SEATTLE UNIVERSITY LIBRARY,901 12TH AVE,SEATTLE US-WA 98122-1090 US",47.6092282,-122.3177135,"901 12th Ave, Seattle, WA 98122, USA",Match,Google
ILL - WILSON LIBRARY / WESTERN WASHINGTON UNIVERSITY,"WESTERN WASHINGTON UNIVERSITY,516 HIGH ST.,BELLINGHAM WA 98225-9103",48.7335079,-122.4873017,"516 High Street, Bellingham, WA 98225, USA",Match,Google
ILL - UNIVERSITY OF ST. THOMAS LIBRARIES,"Univ of St Thomas, O'Shaughnessy-Frey Library,2115 Summit Av,St Paul US-MN 55105-1096 US",44.9441221,-93.1897139,"2115 Summit Ave, St Paul, MN 55105, USA",Partial Match,Google
ILL - Univ. of Missouri-St. Louis,"Thomas Jefferson Library - ,One University Boulevard,St. Louis US-MO 63121-4499 US",38.7101379,-90.3111075,"1 University Boulevard, St. Louis, MO 63121, USA",Partial Match,Google
ILL - The LuEsther T. Mertz Library,"The New York Botanical Garden,2900 Southern Blvd.,Bronx US-NY 10458-5126 US",40.862452,-73.8802382,"New York Botanical Garden, 2900 Southern Blvd, Bronx, NY 10458, USA",Match,Google
ILL - Shoen Library,"17600 Pacific Highway,Marylhurst US-OR 97036-0261 US",45.3973579,-122.6520499,"17600 Pacific Hwy, Marylhurst, OR 97036, USA",Partial Match,Google
ILL - library/Antioch University New England,"Library - ,40 Avon St,Keene, NH 03431-3516",42.9319751,-72.2940967,"40 Avon St, Keene, NH 03431, USA",Partial Match,Google
ILL -- LIBRARY / FASHION INSTITUTE OF TECHNOLOGY,"FASHION INSTITUTE OF TECHNOLOGY,227 West 27th Street Room E528,NEW YORK US-NY 10001 US",40.747484,-73.995082,"227 W 27th St, New York, NY 10001, USA",Match,Google
ILL - B. Thomas Golisano Library,"Roberts Wesleyan College,2301 Westside Drive,Rochester US-NY 14624 US",43.12574,-77.798531,"2301 Westside Dr, Rochester, NY 14624, USA",Match,Google
ILL - Alumnae Library,"291 Springfield Street,Chicopee US-MA 01013 US",42.1417644,-72.60148,"291 Springfield St, Chicopee, MA 01013, USA",Match,Google
ILL /UTICA COLLEGE LIBRARY,"Utica College Library,1600 Burrstone Road,Utica US-NY 13502 US",43.095173,-75.2712226,"1600 Burrstone Rd, Utica, NY 13502, USA",Match,Google
Spaulding U,"Spalding University Library,853 Library Lane,Louisve US-KY 40203-2170 US",38.2423947,-85.7578652,"853 Library Ln, Louisville, KY 40203, USA",Partial Match,Google
Old Dominion,"Perry Library , Old Dominion University , 4427 Hampton Blvd , Norfolk, VA 23529-0256",36.884059,-76.303859,"4427 Hampton Blvd, Norfolk, VA 23508, USA",Partial Match,Google
Dickinson College,"P.O.Box 1773,UPS Ground: 5 N. Orange St.,Carlisle US-PA 17013 US",40.2035022,-77.2059712,"5 N Orange St, Carlisle, PA 17013, USA",Match,Google
University of Missouri-Columbia,"J. Otto Lottes Health Sciences Library,1 Hospital Drive,University of Missouri-Columbia,Columbia, MO 65212",38.9381593,-92.3285858,"1 Hospital Dr, Columbia, MO 65212, USA",Match,Google
OSU,"900 N. Portland , Oklahoma City, Ok 73107",35.4709331,-97.5812857,"900 N Portland Ave, Oklahoma City, OK 73107, USA",Partial Match,Google
Depaul U,"DePaul Univ. Library ,2350 N. Kenmore Ave.,Chicago US-IL 60614 US",41.9249851,-87.6552769,"2350 N Kenmore Ave, Chicago, IL 60614, USA",Match,Google
Nazarene College,"Nease Library Eastern Nazarene College,23 East Elm Ave.,Quincy US-MA 02170 US",42.2706909,-71.0126545,"23 E Elm Ave, Quincy, MA 02170, USA",Match,Google
Bryant U,"Douglas and Judith Krupp Library,Bryant University,1150 Douglas Pike,Smithfield US-RI 02917 US",41.9212074,-71.5378618,"Bryant University, 1150 Douglas Pike, Smithfield, RI 02917, USA",Partial Match,Google
Albany Public,"Albany Public Library,161 Washington Avenue,Albany US-NY 12210-2303 US",42.656601,-73.762094,"161 Washington Ave, Albany, NY 12210, USA",Match,Google
Broward COunty,"BROWARD COUNTY MAIN LIBRARY,100 S. ANDREWS AVE.,FORT LAUDERDALE US-FL 33301 US",26.1208469,-80.1430422,"100 S Andrews Ave, Fort Lauderdale, FL 33301, USA",Match,Google
Salt Lake County,"8030 South 1825 West,West Jordan US-UT 84088 US",40.6052621,-111.9424315,"8030 S 1825 W, West Jordan, UT 84088, USA",Match,Google
Tacoma Community College,"Tacoma Community College Library,6501 South 19th Street,Tacoma US-WA 98466-6100 US",47.2486206,-122.5240493,"6501 South 19th Street, Tacoma, WA 98466, USA",Match,Google
Bangor Public,": Bangor Public Library,145 Harlow St.,Bangor US-ME 04401 US",44.8044011,-68.7715025,"145 Harlow St, Bangor, ME 04401, USA",Match,Google
FLITE,1010 Campus Drive Big Rapids US-MI 49307 US,43.6876907,-85.4820515,"1010 Campus Dr, Big Rapids, MI 49307, USA",Match,Google
CTouro Law,"GOULD LAW LIBRARY,TOURO LAW CENTER,255 EASTVIEW DRIVE,CENTRAL ISLIP, NY,11722",40.76219,-73.187972,"225 Eastview Dr, Central Islip, NY 11722, USA",Match,Google
Bradly U,"1525 W. Bradley Ave.,Peoria US-IL 61625 US",40.6963882,-89.6172956,"1525 W Bradley Ave, Peoria, IL 61606, USA",Partial Match,Google
Dayton Metro,"215 E Third St,Dayton US-OH 45402 US",39.7605486,-84.1878269,"215 E 3rd St, Dayton, OH 45402, USA",Match,Google
